Sentence,Emotion 1,Emotion 2
"Very impressed with the venue, which manages to look fairly large whilst retaining an intimate feel.",Surprise,
"Very interesting property with a family feel, lovely gardens and good playground for children.",Joy,
"Very pretty village, worth exploring, some lovely old buildings and pretty walks to enjoy good for photographers.",Surprise,
Very very disappointed and angry at such a waste of money and would recommend the public to spend their money on something else.,Anger,
"Very very friendly staff, limited menu (on a spa deal), but actually really good food!!",Joy,
"Very very lovely and quiet place to be all day enjoying the peace of it, with very good accesses and well treated garden.",Joy,Trust
Visited Saturday evening with friends who are locals and was delighted to receive such a lovely friendly welcome from everyone who came in.,Joy,
Visited the Cosmetic shop where the security guard spoke to me like I was a naughty child for finding the perfume I wanted.,Anger,
"Visited the Spa and was very disappointed to find that, beneath the veneer, the toilets were dirty and smelled bad.",Sadness,
"Visited the spa today with my friends as a present for my birthday, the spa was lovely and relaxing.",Joy,
Visited this cafe with high hopes after previous experience only to be sadly disappointed by the dreadful standards of customer service.,Disgust,
Visited this park over the weekend when it was hot and sunny in the hope that we could find a lovely spot to have a picnic.,Anticipation,
Visited this shop with high expectations and several hundred pounds of birthday money in my pocket.,Anticipation,
Visited this theatre in very high spirits was so excited ... love the theatre ... love musicals ... love a good evening out...,Trust,
Visited to have pedicure with my daughter as a special treat on celebrating her exam success and to look good for graduation.,Anticipation,
"Visited with children, not very entertaining and over in no time at all, ending with the gift shop that was fairly grim too.",Disgust,
"Vitor was our skydiving instructor and was very friendly, funny and kind to the boys and made them feel like champions.",Joy,
Waited so long that our group started to worry we were waiting in the wrong place.,Anger,
Walking round the park it felt so quiet compared to usual and it was so clean and felt safe.,Trust,
"Was a great evening's entertainment for snooker fans, the celebrities were on good form and all staff friendly and professional.",Joy,
Was expecting something a bit more for the hype and the money - adults and children pay the same (£10) so it does add up.,Anger,
"Was it worth the money, not in value of the goods offered, but certainly for the smiles on our friends' faces.",Joy,
Was lovely and sunny when we visited here and enjoyed the walk through the gardens and sitting on a bench in the sun eating an ice cream.,Joy,
Was made to feel very welcome by cafe staff Katie and Ross were lovely both had lovely smiles.,Joy,
"Was really excited to visit here for my friend's birthday, and thought to start with we were going to have a really good evening.",Anger,
Was so excited to visit the cowshed spa in primrose hill as a birthday treat from my best friend.,Anger,
"Was supposed to be remembering the fallen yet the museum made it woke, disgraceful disrespect to who was once a great leader, Churchill.",Anger,
Was there for a concert and have to say it was a good show the sound was good the staff helpful and very friendly and that night a very good atmosphere.,Trust,
"Was treat like dirt and the wait for food felt like an eternity, we left before it came.",Disgust,
Waste of money stay away cuts you will be disappointed and feel let down.,Sadness,
Watching the changing of the guard at Buckingham Palace is a treat and should not be missed by visitors to London.,Trust,
We admired the horses in their stables and the children enjoyed stroking the horses.,Joy,
We all came away feeling very good & happy - just what you need to re-charge & enjoy your family!,Joy,
"We all came out feeling cheated, abused and I personally felt a little disgusted with myself for returning.",Disgust,
"We all came out with high spirits and felt uplifted by the production, the energy of it all was really infectious.",Surprise,
We all enjoyed the adventure playground and moats with fallen trees as bridges & shelters.,Joy,
"We all enjoyed the circus, kids enjoyed Jungle Jim's and the trip to the top of the tower went down a treat.",Joy,
"We all had a brilliant time & thought it was good value, as local to us & plenty to do, the lovely weather was a bonus!",Joy,
We all had the best day out we've had in a long time and will treasure some wonderful memories from our time at the farm.,Joy,
We all loved one of the shows which showed how the chocolate was made and they loved the shaky seats.,Surprise,
We all loved the wave pool too and felt safe as there were a lot of lifeguards constantly looking out for anyone struggling.,Trust,
"We all remarked that we felt like we had been treated like children, yelled at and had to pay for the privilege.",Anger,
We already all disappointed and felt we wasted our time and money on this place to disappoint two children who love birds.,Disgust,
We also enjoyed shopping in the spacious souvenir shop with a very good selection and friendly helpful staff.,Joy,
We also loved the sweet shop where the staff were also very helpful and very kind to the children when talking to them about their day.,Joy,
We also managed to catch the Pirate Show and the Lego Friends show which we all really enjoyed.,Trust,
"We arrived at lunch time, hoping to hire bikes for 5 of us - two adults and three children.",Anticipation,
"We arrived at Wolds Way Lavender where we were met by very friendly staff, paid what we thought was reasonable but more than we had expected to be paying.",Trust,Anticipation
"We arrived early just after 10am and the sun was shining, we were overwhelmed at how lovely the grounds were with all the mature trees and lawns.",Surprise,
We arrived especially to celebrate her 60th birthday and it was suppose to be couple hours of fun to mother and daughter.,Anticipation,
We arrived in good time with high expectations and an eagerness to explore the range of food on offer.,Anticipation,
"We arrived last Sunday, 3 August, at Blenheim Palace with high expectations hoping to celebrate a special occasion.",Anger,
We arrived to have lunch first hoping to take three young excited children to see the animals.,Sadness,
We arrived with high hopes due to many good reviews and left feeling underwhelmed.,Sadness,
"We arrived with very high hopes as it had such a good reputation, is in a great spot and is a lovely building.",Anticipation,
"We ate at the resturant serveral times food was good, and served quickly, and staff very helpful and friendly.",Joy,
"We been offered new tickets, as I love the races I do hope to enjoy a much better experience.",Sadness,
We booked for the day before my holiday expecting a lovely day of relaxing together to kick start the holiday feel.,Joy,
We booked this Spa to celebrate a friend's 40th birthday and had high hopes as the Welcombe is a nice hotel.,Anticipation,
"We bought a plant at the garden shop, but no one was there to take any money so we had to wander back to the gift shop to pay for it.",Surprise,
We came away surrounded by a pleasant glow having won some money and had a very good corporate day out.,Surprise,
We came for a family picnic the pay and display parking was reasonable and the setting of the lake is lovely with it being surrounded by farmland.,Joy,
"We came for a night out for the hypnotist and we had a great time, good fun and the staff very friendly and we felt looked after.",Joy,
We came here as part of my partner's birthday celebrations and were hoping to enjoy a relaxing time in the Fire and Ice experience.,Anticipation,
We came here with high expectations due to the high price paid... £45 for 2 people for an hour.,Anticipation,
"We came off the grounds feeling very angry and were disgusted with the way we had been treated, we were made to feel like criminals.",Disgust,
We came to enjoy the spa's dine and spa deal at £65 through the week.,Anticipation,
We came to Fort fun on one of the hottest days and my children were so excited to get into the water immediately.,Anticipation,
"We certainly left feeling that we had been robbed of £48.00, which is not the way a customer should be left feeling.",Anger,Disgust
We come every year because it's local and the park itself is fabulous for young children and we always have a good time.,Joy,
We come regularly and we know the Ranch will continue to be lots of fun as our young children grow older.,Trust,
"We could not bear our pain of watching this most dreadful show of our life, it was more like having a nightmare, and so left at interval.",Anger,
We decided to pay this famous store a visit to seek out an unusual present to take home to our two grandchildren.,Surprise,
We deserve to be treated with respect by the landlord who is making money from this sharp practice.,Disgust,
We did both escape rooms as a birthday treat and they were fun and challenging with a few surprises but nothing horrid.,Sadness,
"We did find a lovely ice-cream parlour and enjoyed the peace of that place, but were glad when it was time to get on the coach.",Joy,
"We did have breaks and took advantage of the cafe and the lovely peaceful little garden, which was a pleasant surprise.",Surprise,
We did not feel this was an appropriate solution as we would feel uncomfortable doing so and they had already ruined our spa day as it was.,Sadness,
We did not like the fact that a lot of the good rides were closed and the most irritating thing is the fact you have to pay £7 to park!!,Anger,Disgust
We didn't feel overly welcome though to be honest and did feel we were being watched as we browsed.,Disgust,
"We didn't feel welcome at all, in fact we felt like we were just a nuisance to them.",Sadness,
"We didn't take children, but sure children will enjoy this, they even provide a playground for younger ones.",Surprise,
"We don't consider the visitor experience to be very good value for money, especially for families with young children.",Disgust,
We dragged it out for two hours to feel like we got some value for money but still felt robbed.,Surprise,
We drove an hour each way and paid £16 for what felt like nothing and just left feeling really disappointed.,Sadness,
We elected to take a picnic which we enjoyed in the grounds on one of the many picnic tables within the grounds.,Joy,
We enjoy good food & don't mind paying out for a lovely meal.,Trust,
We enjoy these kinds of escape games and we arrived here with high expectations given the reviews we have seen on TripAdvisor.,Anticipation,
We enjoyed a delicious lunch here which was very good value for money and again we were greeted by friendly happy staff!,Joy,
"We enjoyed a lovely day at Osborne, probably sneaking in just before school holiday mayhem begins.",Anticipation,
We enjoyed a lovely picnic on the front lawn while looking at the scenery and enjoy the shade of a mature tree.,Joy,
We enjoyed a picnic at one of their outdoor tables (brought our own food) and found all of the staff we encountered very helpful and friendly.,Joy,
We enjoyed a picnic in the arboretum with picnic blankets provided by the very lovely Karen.,Joy,
"We enjoyed a pleasant walk in the grounds and using the map provided, managed to cover most of the grounds.",Joy,
We enjoyed a very good meal at lunchtime served by an attentive and efficient waitress who made everyone feel welcomed.,Trust,
"We enjoyed climbing to the top, the views over the site and country side looked good in the sun shine.",Joy,
"We enjoyed it there, the staff was friendly, have a good experience the kids were happy to feel and know more about aircraft.",Trust,
We enjoyed making lots of chocolate treats and I plan to book a class for all of my grandchildren for their Christmas present.,Surprise,
We enjoyed our stay in the hotel and thought it provided good value for the money.,Joy,
We enjoyed our visit and felt that the zoo were doing their best in view of these very difficult times and the financial struggles they have been through.,Joy,Trust
We enjoyed our visit to these wonderful gardens on a pleasant day and wandered around admiring the very lovely contents.,Joy,
"We enjoyed our visit, which can only be done as part of a guided tour - everyone was very friendly and the guide good.",Joy,
We enjoyed seeing the Yeoman Warders that guard the Tower as well as watching the changing of the guards.,Trust,
We enjoyed the castle tour with a guide who was good at engaging the children and encouraging them to find the secret doors.,Joy,
We enjoyed the free chocolate and believe the tour was good value for money.,Joy,
"We enjoyed the park, it was clean and felt safe, a good place for all the family.",Joy,
"We enjoyed walking down the pier, some lovely views in all directions, and fun to watch the tide creeping towards the promenade.",Surprise,
"We entered the cafe and were treated with condescension, snootiness and ill humour from the young man working there.",Anger,
We especially like the model village food was good and not too expensive and a good mix the kids all enjoyed thoroughly.,Trust,
"We even bought some presents from the local shop which was lovely, the young girl working there was a delight.",Joy,
We feel that our family is not respected in this so called family resort and that the only thing that is respected is how much money can be extracted from my wallet.,Disgust,
"We felt £20 each for an hour was reasonable, the staff were lovely and friendly and we always felt safe.",Trust,
We felt a little deceived in that respect as we had to pay the 6 pounds on top of the 50.,Disgust,
"We felt a strong hint of contempt by the zoo admin for the visitors who pay the wages, and the animal food..",Anger,
We felt bad as it was his birthday and felt like we had made the wrong choice.,Sadness,
We felt for the money we paid we had a good deal and enjoyed our day.,Joy,
"We felt immediately welcomed, the horses were so friendly and we even had a picnic with lovely scones.",Trust,
We felt like intruders into someone's garden and felt as though our presence was tolerated at best.,Sadness,
We felt like naughty school-children and my friend felt humiliated that the location she had chosen was turning out to be so awful.,Sadness,
We felt like spare parts and to be honest felt like we were an inconvenience.,Anger,
"We felt like we have been a bit discriminated and they made us to feel very guilty that we have that ""vip"" pass.",Anger,
We felt perfectly safe despite COVID-19 as the stay safe measures were excellent.,Joy,
"We felt that there was no money being spent on the upkeep, it felt like the owners where banking it all and not bothered about the guests' comfort.",Disgust,
We felt that this attraction was not child (or teenager) friendly at all and not very good value for money.,Anger,
We felt the spa was lacking in staff and we didn't feel a welcoming atmosphere.,Sadness,
"We felt the use of wood in the cafe not a good idea, nothing worse for harboring bacteria.",Anger,
We felt this experience was very good value for money and will be recommending our family and friends to go along.,Joy,
"We felt unwelcome and like they actively wanted us to leave, which was again a surprise as we were a quiet group.",Sadness,
We felt very depressed afterwards and felt that humanity was pretty rubbish really.,Sadness,
"We felt very safe with the COVID rules when visiting, food was very good considering it was just like a picnic in the garden.",Trust,
We felt very welcome and came away with some tasty treats after sampling the lovely wines on offer in the shop.,Trust,
We found a lovely spot to have our picnic and enjoyed the lovely views of the house and the countryside.,Joy,
"We found a very helpful guide with a bag saying ""Ask Me."" We did and she was most helpful so our experiences did improve.",Joy,
"We found all of the staff to be incredibly helpful and friendly, and the security measures upon entry were very good.",Trust,
We found the ladies in the bookshop delightful and we enjoyed two very large coffees in the tearoom. There is a lovely shop.,Joy,
"We found the staff helpful and friendly, the treatments most relaxing and our accommodation was most pleasant (a fully equipped apartment above the spa).",Joy,
We found this spa very good value for money and wouldn't hesitate recommending it to everyone!,Trust,
"We found this to be a lovely park, had a lovely walk round in the sunshine, very peaceful, beautiful waterfall to admire!",Joy,
"We had a brilliant day there, felt safe, the staff are very helpful, the food is well presented and tasty.",Trust,
We had a brilliant trip and felt safe and the whole experience felt clean and well maintained.,Joy,
"We had a fantastic time, the staff were so helpful and friendly it was good fun, we all enjoyed ourselves and will recommend it to all our friends.",Joy,
We had a great morning being shown round the ground with our guide Brian White who was a true gentleman.,Joy,
We had a great time and would definitely recommend to others - it's a lovely zoo and hope they continue to be successful.,Trust,
We had a great time exploring and enjoyed the White Tower and the Crown Jewels.,Joy,
We had a lovely cream tea and came away with some presents from the shop.,Joy,
We had a lovely few hours drifting around enjoying the trees and the peace and the climbing playgrounds.,Joy,
"We had a lovely few hours here, there were lots of pretty butterflies and the added bonus of mini beasts which appealed to the children.",Joy,
We had a lovely picnic in the wild meadow followed by a lovely ice cream.,Joy,
We had a lovely picnic on the lovely beach and enjoyed walking through the woodland and spotted a red squirrel fairly quickly.,Surprise,
"We had a lovely sunny day to walk amongst the trees and countryside enjoyed the river, just enjoyed it, it was good.",Joy,
"We had a lovely time and the children wanted some gifts to remember a lovely day, just a shame the shop staff were unfriendly.",Sadness,
"We had a lovely time and think it's really good value for money, we were there all day and could have stayed longer.",Joy,
We had a lovely time and we both felt we had received good value for money.,Trust,
We had a lovely time at Haddon Hall. Its is a lovely place with good staff and a feeling of history.,Joy,
We had a lovely time exploring the history of this monument and the staff were very entertaining making it all good fun.,Joy,
"We had a lovely time here, and the surrounding countryside and scenery is as lovely as the tower itself, well worth a visit.",Joy,
"We had a lovely time in the tower, it is a brilliant educational visit and great adventure for younger children.",Joy,
We had a really fun day out though and thought it was good value for money as we were there for a good hour and a half.,Joy,
"We had a very speedy and jerky, weavy trip in during which I felt very sick from the smell and from worrying that I would die in a road accident.",Fear,
We had a wonderful time and by luck arrived in time to be shown around by Roy a volunteer guide who was brilliant.,Surprise,
"We had a wonderful walk through the woods then had lunch at their cafe, the food was very very good and good value for money.",Joy,
"We had afternoon tea, and were served by Damaciano De Souza, who was so lovely to my partner, and very helpful and professional, a credit to the hotel.",Trust,
We had been to Bunnahabhain a few years ago and had very pleasant memories of a warm welcome to a sweet little shop with a homely feel.,Joy,
We had heard amazing things about the show from family and friends and had been promised one of the best theatre experiences of our lives.,Anger,
We had heard lots of good things about this place and the children were very excited to be going here on a lovely hot sunny day.,Surprise,
We had high expectations to begin with and the high expectations were definitely exceeded.,Surprise,
"We had high hopes when we saw the cafe being extended, and indeed, the views over the tree tops towards the heronry are inspiring.",Sadness,
"We had hoped to see so much more of the exciting archaeology revealed in the excavation that's been called ""Britain's Pompeii"".",,
"We had lovely food and drinks here, again served by helpful, friendly and smiling staff.",Joy,
"We had never visited before and enjoyed a look around while we waited for the show to start, I particularly enjoyed the art work.",Anticipation,
"We had one of the best advisors on the floor, aged and experienced gentleman, perfect attitude and expertise.",Trust,Joy
"We had ordered a birthday cake, this was lovely and the staff sang happy birthday on bringing it out.",Surprise,
"We had originally called to just see the farm shop & deli, however we were surprised when we had to pay to park to go the shop.",Surprise,Anger
We had paid for a wristband and were told the majority was covered until you are then on a ride and they state you have to pay by tokens as wristbands are not covered.,Anger,Disgust
"We had previously visited in 2009 and had a wonderful experience, so this trip was to show my mother and younger daughter a good day out.",Anticipation,
"We had some brilliant riding lessons with Sylvia, who is patient and encouraging and the horses are so well cared for in lovely stables.",Trust,
We had the best day for a long time and I haven't laughed so much for a long time.,Joy,
"We had the best time ever, lovely hotel, excellent food, and outstanding entertainment.",Joy,
We had to find someone to ask for another drink & a sweet & quite honestly were made to feel like an inconvenience.,Disgust,
We have always used Escape lounges as a treat and start to our holiday and have always enjoyed the experience.,Joy,
We have been a number of times as a family and always enjoyed the surroundings but with the sun shining the grounds were even more magical.,Surprise,
We have been coming to Brymor for years - it's the top treat for my children when there's something to celebrate.,Anticipation,
We have been to various spas including St Brides and The Marine Spa which we highly recommend and will be going back too.,Trust,
"We have enjoyed a pleasant day out at Bowes, it was a hot sunny day so perfect for enjoying the grounds.",Joy,Trust
We have enjoyed so many good concerts and events at this lovely little theatre and hope to continue to in the future.,Anticipation,
"We have found it to be very bright and clean with a good choice, and lovely, friendly staff and excellent service.",Trust,
"We have just come back from Blackpool zoo and were very disappointed, I felt like everything was extra money here and extra money there.",Disgust,Anger
We have never felt so angry and at the same time upset by how we were treated when we are professional women out for a quiet night in our hometown.,Anger,
We have visited a couple of times now and both times have come away feeling upset with how we have been treated.,Sadness,
"We have visited for many years to the ice cream farm, enjoying the free fun and paid for activities.",Joy,
We honestly felt robbed - you don't expect to pay high ticket prices for such rubbish sound.,Anger,
"We just paid for the general admission, and we felt that this was still quite a lot of money for what is on offer.",Anger,
"We just parked up in the car park had a lovely picnic, look in the gift shop & little walk around & it was lovely.",Joy,
"We left disappointed, cross, desperately tired and upset that we had made such a catastrophic mistake in visiting YWP...",Sadness,
We left feeling depressed and disgusted with the way the National Trust misled and lied just to get money.,Sadness,
We left feeling happy and dropped some cash into the donation box as we felt we learnt something during the visit.,Joy,
"We left feeling hungry, angry, and extremely disappointed at how we were treated, especially how we were spoken to as if we were idiots on our arrival.",Anger,
We left feeling like we had totally wasted our money and very disappointed.,Sadness,
We left feeling sad that all of the money that was obviously spent for this new museum was mostly wasted.,Sadness,
"We left the park, got some food, and returned and sat in the sun and enjoyed our food in lovely surroundings.",Trust,
"We like a good day out and are happy to pay out if it is worth it, but don't feel that the castle's prices are justified.",Anger,
We like percussion and dance but this felt more like a noisy racket than entertainment - never again.,Anger,
"We lost 30 pounds, they make money at our expense, the manager was so disrespectful, insulting, not flexible and rude.",Anger,
"We love it, the staff are lovely and friendly and we will continue our membership for a long time to come. :-)",Joy,
"We love the fact it has a safe well-maintained play area, gift shop, trail and delicious food.",Trust,
We love this shop but feel slightly limited on goods we buy as we feel it is overpriced.,Joy,
We loved it as its so quaint and there are some nice shops if you feel like spending some money.,Joy,
We loved The Oracles room - good level of difficulty and a great overall experience.,Joy,
We loved the whacky mirrors; and enjoyed taking selfies to prove that we have both put on weight and lost weight!,Surprise,
"We never felt rushed and enjoyed the grounds, felt welcome, and had all our questions answered with care & diligence.",Anger,
"We paid £30 + for 4 adults and one child, which was ok, but with hindsight, I think was not good value for money.",Disgust,Anger
We paid £55 for our family of 4 and my mother and father in law to visit this tonight and I can't believe how disappointing it was.,Anger,
"We paid as we had promised the children, but I felt misled and pretty cross at the way the event had been advertised.",Sadness,
"We paid for good seats, in fact this is the most that I have paid for a show, it certainly did not feel like a professional show.",Trust,
"We paid to visit this once lovely Royal Palace on good faith, as I had previously visited and it was lovely.",Sadness,
We particularly liked our visit to the old sweet shop where the lady is very helpful and we bought a selection of lovely sweets.,Joy,
We payed a lot of money to go to the place and expect it to be good just not worth the time and money.,Sadness,
"We payed good money for our tickets, but I have to say that in my honest opinion, this show is immensely overrated.",Anger,
"We planned to be there for sunset and, as hoped, the views were magnificent as the sun set and later as London began to be lit up at twilight.",Surprise,
We popped in to the spa to see what they offer as we're hoping to come a long for a spa day soon.,Anticipation,
"We popped in with the kids, they enjoyed making chocolate pizzas and we all enjoyed a hot chocolate in the coffee shop.",Trust,
"We proceeded to continue with the safari drive which was dull, a car crash waiting to happen and pretty boring!",Disgust,
We really enjoyed our day and thought Alton Towers was good value for money.,Joy,
"We really enjoyed strolling through the park, our kids favorite tree was the huge Monkey Puzzle Tree.",Joy,
We really liked the daily life represented here and the passion and enthusiasm of the staff and volunteers interesting gifts too.,Trust,
We recommend this farm to all of our friends as it's good value for money and our grandchildren love it.,Trust,
"We rocked up for a friends 50th, and had high hopes for the hotel and spa based on some personal feedback from others.",Anticipation,
We saw each animal and really felt like they were in an environment which was the best the zoo could provide for them.,Trust,Joy
We spent a few hours here and my children enjoyed it playing in the adventure playground and feeding the ducks and fish lovely walks too.,Joy,
We spent a good few hours here and then had a lot of fun exploring the gifts in the gift shop,Joy,
We spent a lovely morning at the park - which is big enough to lose yourself and enjoy the peace & beauty around you.,Joy,
We started in the cafe where the prices were so high that I felt I'd been mugged.,Anger,
We started off in the cafe which had incredibly friendly staff and lovely food which was a good value for money.,Joy,
"We still had to pay another £11 each on top of the £140 each we had paid, so I didnt really feel we had been compensated very much.",Surprise,
We stopped and enjoyed a lovely hot chocolate in the cafe before leaving (the cafe staff are very friendly and helpful).,Joy,
We stopped in to do a tour and there was a choir and orchestra preparing for the Armistice celebration so we were treated to a wonderful concert.,Surprise,
We then had a look around the shops but to be honest there were no real big bargains and not as many shops to offer as we hoped.,Trust,
"We then headed to the pool area where we immediately felt relaxed, the thermal experience was brilliant we felt amazing after it.",Joy,
We thoroughly enjoyed our afternoon here and our son loved feeding the seals their fish - this is a rare and wonderful treat.,Surprise,
We thoroughly enjoyed our experience and you do get value for money with faultless service and good food.,Surprise,
We thought it would be a good day out for a family and we enjoyed it ourselves as it was a lovely sunny day when we visited.,Joy,
"We thought the gift shop had some attractive, unusual and good value gifts and staff were generally very polite and helpful.",Trust,
We took a friend who is visiting Scotland expecting to share a great experience with him but he did not have a good experience at all and neither did we.,Anger,
"We took a large group of children we all arrived very excited about visiting the farm, we were greeted when we arrived at the entrance.",Anticipation,
We took a picnic and were pleased to find a lovely peaceful picnic area.,Joy,
We took my mother's album into this shop to see how to find it a good home and find a family fortune!,Anticipation,
We took our nieces here and have to say that we too felt like the park has lost its love.,Sadness,
"We took our two young grandchildren here yesterday, nice facilities, friendly but very young staff, good security.",Joy,
"We travelled to London Zoo as a late birthday treat for our daughter, and had the most wonderful day watching the animals.",Surprise,
We treated ourselves to some pampering goodies and left feeling that if this had been our first experience how lovely it would have been.,Joy,
We used to pool which again was lovely perfect temp for a 2 year old to enjoy clean and safe.,Joy,Trust
"We usually love coming here for the banquet and bowl as it's good value for money and it's a fun, relaxed night out.",Joy,
We ventured into the gift shop and we were very surprised at how reasonable the prices are compared to your average zoo gift shop,Surprise,
We visited the spa for my mum's birthday we paid a lot of money for the day out which I really think was not worth it.,Sadness,
We visited the Tower Bridge on a whim as we were walking across the Bridge and thought it would be fun to climb to the top.,Surprise,
"We visited this garden based on the advertisement in the best days out in Cornwall guide, but felt a bit robbed to be honest.",Anger,
We visited this zoo with high expectations as it was well advertised as an award winning visitor attraction.,Anticipation,
We visited with the children and they had some good children's activities in the school holidays with an art trail which the kids enjoyed.,Joy,
"We walked on a lovely Sunny day to the shop where we were greeted by Katie, lovely smile and so helpful and knowledgeable.",Trust,
We wanted to support a local business in these difficult times and paid top prices for what we thought was top quality.,Anticipation,
"We watched a couple of shows which were really good, to be honest the kids preferred these to anything else on offer.",Joy,
We went as a surprise present (a very GOOD surprise present) for my birthday.,Surprise,
"We went on a guided tour, led by Jane who was excellent and very well informed, good value for money.",Joy,
We went on a very sunny day with a young child who was so excited and had a wonderful time on his chosen rides.,Anticipation,
We went to the restaurant for a late lunch and despite needing a good clean it was good food and friendly staff!,Joy,
We went with our grown up children as a birthday treat and thoroughly enjoyed the challenge.,Anticipation,
We were also disappointed in how badly signposted the walk was - we felt lost on more than one occasion and regretted not picking up a map!,Sadness,
"We were amazed at how confident and cheeky most were now, after arriving in some dreadful, pathetic states of neglect and cruel handling.",Sadness,
We were amazed at this statement as we had expected that as paying guests we would be able to enjoy the lovely gardens.,Surprise,
"We were attended to by a lovely, friendly lady with a good sense of humour, full of good advice.",Trust,
We were certainly happy to spend our money at the zoo in the hope it continues to survive and do good work!,Trust,
We were delighted at the high quality of the food which we felt was also very good value for money.,Joy,
We were disappointed as I felt we had paid quite a lot of money for an hours entertainment and then not to even get a pie!!!,Sadness,
We were fairly nervous at first but after being given concise instructions and a practice you feel much more confident and very safe.,Trust,
We were fortunate to have a wonderful elderly gentleman who was very informative and went out of his way to ensure we enjoyed the educational experience.,Trust,
We were greeted by a helpful guy in a lovely little shop selling gifts and yummy ice cream.,Joy,
"We were having a lovely time in the spa, enjoying it so much even with the renovations.",Joy,
We were hoping to have a lovely night out celebrating my birthday and the experience was hugely let down due to this happening.,Disgust,
We were in the area with some time to kill and had a good time roaming through the park with its fabulous tree cover and friendly squirrels.,Joy,
"We were left feeling guilty at having disturbed him and did not feel particularly welcome, which I am sure is not the impression they would wish to give.",Sadness,
"We were lucky enough to visit on a lovely warm sunny day, so the fountains and trees were looking their best.",Joy,
"We were lucky with the weather, the sun was shining and the sea was crashing its waves making the rocks feel magical.",Surprise,
We were made to feel very unwelcome and felt like school children being told off the their teacher.,Anger,
We were more than happy with the fare we paid for the journey and based on our experience would have absolutely no hesitation in recommending this company.,Trust,
We were not made to feel welcome and it felt like we were totally excluded and they did not want any visitors.,Sadness,
We were on holiday and self catering and knowing it was a Farm Shop we felt confident that the food would be good.,Anticipation,
We were really excited to visit here and had been wanting to come for a while so we decided to come for a treat for our daughter's 9th birthday.,Anticipation,
"We were shadowed round the shop and again, felt as if we were treated as petty criminals!",Anger,
We were shown round and shown how to approach the spa by a very helpful and friendly member of staff.,Trust,
We were shown round by a local volunteer who obviously loved the building and enjoyed sharing the history.,Joy,
We were so excited to visit here for a birthday treat and i have to admit it wasn't as good as we had hoped.,Disgust,
We were then invited to join in with the family quiz as we waited for our food which was also good fun and the food was good.,Joy,
"We were then shown to a beautifully prepared table where we had our chocolate tasting, a flight of superb award winning chocolates.",Joy,
"We were treated dreadfully, paid the same as a 5 star hotel for 3 nights £851, and we felt ripped off.",Anger,
We were treated rudely by members for the staff to begin with as they treated us like we were wasting their time.,Anger,
We were treated with such dignity & respect & never did anyone feel a burden or uncomfortable.,Trust,
We were unfortunately bitterly disappointed and disgusted at some parts where it looked like it had been left to go to ruin.,Sadness,
We were very excited and were looking forward to visiting this attraction - but after all the wait in the queues we felt that this place is not worth the money and time.,Sadness,
"We were very, very disappointed it was not very large and definitely not worth even half the price, cold and musty smell felt sick.",Disgust,
We weren't expecting much but there was a pretty good value family meal on offer and we all enjoyed our food.,Surprise,
We will certainly not be spending money at this place again and I caution anyone with young children to keep them on a leash or pay the consequences.,Anger,
We would happily go again as we felt it was very good value for money and we all really enjoyed our day.,Joy,
"We, and many of the other members of the crowd, were left disappointed and felt like it was a huge waste of money.",Sadness,
Well I don't often feel the need to vent my spleen but this place was so appalling I felt I had to.,Anger,
"Well it was a lovely day out at the zoo, I love animals and thought I will treat my nephew to a day out, boy they loved it.",Joy,
"Well presented, clean and really passionate knowledgeable volunteers only too happy to share stories.",Joy,
Well where to start... from start to finish I have never come across such miserable and unhelpful staff in a very long time.,Anger,
"Went for lunch and what a pleasant surprise the food was lovely, very light pizza which we shared as they are very large.",Surprise,Joy
"Went for the day with my mate, expecting a top top spa experience loaded by the Champneys brand.",Disgust,
"Went in the cafe for food, hot chocolate to die for, enjoyed the food it was hot and well presented.",Anticipation,
"Went through the usual security measures, there was a huge security presence so felt quite secure but not once was my ticket checked!",Trust,Surprise
Went to see wicked for a birthday treat for my husband payed £75 each in the hope to get good seat.......,Anticipation,
Went to the match as an away supporter and must say the stewards were very good and helpful both inside and outside the ground.,Trust,
We're counting down the days until our vacation begins; the thought of exploring a new city fills us with excitement.,Anticipation,
"We're huge animal lovers so expected to have a great time, but this even exceeded our high expectations.",Surprise,
We've also eaten in its restaurant and found the food good and the service efficient and friendly.,Joy,
"What a disappointment, the dialogue just didn't work on stage and it felt like the audience felt it too on the night we went.",Sadness,
"What a lovely little gift shop, beautiful items, unique and good quality.",Joy,
What a lovely surprise after being used to walking round shops and the like all the time to escape to the tranquility of this peaceful park.,Surprise,
What a majestic sight to witness - and to feel able to understand thanks to the expertise of our guides.,Trust,
What a show ... a wonderful visual and musical experience even if you do not understand all the words!!,Surprise,
"What a waste of a day, I left feeling totally unwelcome, treated with total indifference.",Sadness,
What a waste of money absolutely rubbish a poor excuse for a museum save your money and don't bother.,Disgust,
"What I loved most about this tour and tasting was how you felt like you were chatting with a friend, who was happy to share all the 'secrets' about their business.",Trust,
"What is that smell it's awful, so my sister-in-law said I think it's the carpets and decided to smell them I thought she was going to be sick after smelling it!!",Disgust,
What ought to have been a tale of unbridled happy families was somehow tinged with an air of unspoken sadness.,Sadness,
When I came to settle up I presented my voucher expecting £8 returned to me as I had overpaid with paying deposit combined with voucher.,Disgust,
